WKT,nama,deskripsi
"POLYGON ((106.7253587 -6.0878302, 106.7040727 -6.0973889, 106.6875932 -6.0953406, 106.6869065 -6.1076302, 106.6965196 -6.1158231, 106.6875932 -6.1281123, 106.6896531 -6.1724873, 106.7219254 -6.1902363, 106.7226121 -6.20935, 106.7157456 -6.2230021, 106.7425248 -6.2250499, 106.7500779 -6.2516705, 106.7500779 -6.2714644, 106.7802903 -6.3151449, 106.8084428 -6.3151449, 106.7912766 -6.356092, 106.7947099 -6.3663283, 106.811876 -6.3656459, 106.8153092 -6.356092, 106.835222 -6.3547272, 106.8482682 -6.3349364, 106.8633744 -6.3554096, 106.8736741 -6.3554096, 106.889467 -6.3704228, 106.9114396 -6.3615514, 106.9210526 -6.3274294, 106.9189927 -6.2953527, 106.9038865 -6.264639, 106.9169328 -6.250988, 106.9423387 -6.2537182, 106.9526383 -6.2154935, 106.9691178 -6.2032064, 106.9704911 -6.102851, 106.9663712 -6.0810024, 106.7253587 -6.0878302))",DKI Jakarta,
