WKT,nama,deskripsi
"POLYGON ((106.8941407 -6.3713561, 106.8736741 -6.3554096, 106.8611817 -6.3573667, 106.8482682 -6.3349364, 106.835222 -6.3547272, 106.8153092 -6.356092, 106.811876 -6.3656459, 106.7947099 -6.3663283, 106.7756943 -6.3624848, 106.7489152 -6.3607788, 106.7465119 -6.3730622, 106.7499451 -6.3781801, 106.7451386 -6.3914867, 106.7441086 -6.4054752, 106.7379288 -6.4068399, 106.7314057 -6.4273103, 106.7344956 -6.4314042, 106.732779 -6.4457328, 106.8800645 -6.4662016, 106.8872742 -6.4559673, 106.8931107 -6.4378863, 106.896544 -6.4140046, 106.8948273 -6.3850041, 106.8941407 -6.3713561))",Depok,
