WKT,nama,deskripsi
"POLYGON ((110.0223892 -7.8886838, 110.3368729 -8.0369292, 110.3451126 -8.0777213, 110.7090347 -8.2055095, 110.8298843 -8.2123056, 110.8216446 -8.1389016, 110.8065384 -8.1579335, 110.7845657 -8.1552147, 110.7900589 -8.1076328, 110.7584732 -8.0396488, 110.7612198 -8.0083724, 110.785939 -7.8315475, 110.7735794 -7.8029764, 110.7612198 -7.824745, 110.7227676 -7.7934522, 110.6980484 -7.8084187, 110.6760758 -7.7934522, 110.5854385 -7.804337, 110.5689591 -7.779846, 110.5332535 -7.797534, 110.4975479 -7.7662392, 110.4453629 -7.5389424, 110.3258865 -7.6301479, 110.2709549 -7.7050035, 110.2654617 -7.6478422, 110.2489822 -7.6478422, 110.1514786 -7.6410368, 110.1281326 -7.6587307, 110.1171463 -7.7689606, 110.0704544 -7.8070581, 110.0223892 -7.8886838))",DIY Yogyakarta,
